Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-19358,13156034,CBO decorrelation logic should generate Hive operators,jcamacho,jcamacho,Major,Closed,Fixed,29/Apr/18 21:12,27/Feb/24 22:24,
Bug,HIVE-19339,13155577,Regenerate alltypesorc file with latest ORC,jcamacho,jcamacho,Major,Closed,Fixed,27/Apr/18 01:01,27/Feb/24 22:23,
Bug,HIVE-19330,13155533,"multi_insert_partitioned.q fails with ""src table does not exist"" message.",steveyeom2017,steveyeom2017,Major,Closed,Fixed,26/Apr/18 21:05,22/May/18 23:13,
Bug,HIVE-19327,13155529,qroupby_rollup_empty.q fails for insert-only transactional tables,steveyeom2017,steveyeom2017,Major,Closed,Fixed,26/Apr/18 20:23,22/May/18 23:15,
Bug,HIVE-19310,13155238,Metastore: MetaStoreDirectSql.ensureDbInit has some slow DN calls which might need to be run only in test env,sershe,vgumashta,Major,Closed,Fixed,25/Apr/18 20:03,22/May/18 23:16,
Bug,HIVE-19292,13154952,More than one materialized view in DB affecting query rewrite,jcamacho,asreekumar,Critical,Resolved,Cannot Reproduce,24/Apr/18 21:47,27/Feb/24 22:23,
Bug,HIVE-19280,13154641,Invalid error messages for UPDATE/DELETE on insert-only transactional tables,steveyeom2017,steveyeom2017,Major,Closed,Fixed,23/Apr/18 22:34,22/May/18 23:13,
Bug,HIVE-19277,13154591,Active/Passive HA web endpoints does not allow cross origin requests,prasanth_j,prasanth_j,Major,Closed,Fixed,23/Apr/18 19:56,22/May/18 23:16,
Bug,HIVE-19249,13153798,Replication: WITH clause is not passing the configuration to Task correctly in all cases,vgumashta,vgumashta,Major,Closed,Fixed,19/Apr/18 18:37,22/May/18 23:15,
Bug,HIVE-19248,13153782,REPL LOAD couldn't copy file from source CM path and also doesn't throw error if file copy fails.,sankarh,sankarh,Critical,Closed,Fixed,19/Apr/18 17:45,04/Jun/19 03:29,
Bug,HIVE-19247,13153770,StatsOptimizer: Missing stats fast-path for Date,gopalv,gopalv,Major,Closed,Fixed,19/Apr/18 17:02,22/May/18 23:15,
Bug,HIVE-19240,13153488,backport HIVE-17645 to 3.0,ekoifman,ekoifman,Major,Closed,Fixed,18/Apr/18 21:13,22/May/18 23:17,
Bug,HIVE-19233,13153167,Add utility for acid 1.0 to 2.0 migration,ekoifman,ekoifman,Major,Closed,Fixed,17/Apr/18 22:09,31/May/18 18:52,
Bug,HIVE-19226,13152962,Extend storage-api to print timestamp values in UTC,jcamacho,jcamacho,Major,Closed,Fixed,17/Apr/18 10:40,27/Feb/24 22:23,
Bug,HIVE-19219,13152616,Incremental REPL DUMP should throw error if requested events are cleaned-up.,sankarh,sankarh,Major,Closed,Fixed,16/Apr/18 06:08,22/May/18 23:13,
Bug,HIVE-19215,13152433,JavaUtils.AnyIdDirFilter ignores base_n directories,sershe,ekoifman,Major,Closed,Fixed,13/Apr/18 23:03,22/May/18 23:12,
Bug,HIVE-19203,13152291,Thread-Safety Issue in HiveMetaStore,afan,belugabehr,Minor,Closed,Fixed,13/Apr/18 13:56,17/Nov/22 08:55,
Bug,HIVE-19200,13152210,Vectorization: Disable vectorization for LLAP I/O when a non-VECTORIZED_INPUT_FILE_FORMAT mode is needed (i.e. rows) and data type conversion is needed,mmccline,mmccline,Critical,Closed,Fixed,13/Apr/18 08:14,22/May/18 23:14,
Bug,HIVE-19191,13152069,Assertion error while running materialized view rewriting,jcamacho,ndembla,Major,Closed,Fixed,12/Apr/18 19:55,27/Feb/24 22:23,
Bug,HIVE-19186,13151814,Multi Table INSERT statements query has a flaw for partitioned table when INSERT INTO and INSERT OVERWRITE are used,steveyeom2017,steveyeom2017,Major,Closed,Fixed,12/Apr/18 00:11,22/May/18 23:15,
Bug,HIVE-19181,13151789,Remove BreakableService (unused class),anuragmantri,thejas,Major,Closed,Fixed,11/Apr/18 21:34,17/Nov/22 08:55,
Bug,HIVE-19168,13151562,Ranger changes for llap commands,prasanth_j,prasanth_j,Major,Closed,Fixed,11/Apr/18 06:33,22/May/18 23:16,
Bug,HIVE-19151,13151411,Update expected result for some TestNegativeCliDriver tests,gates,gates,Blocker,Closed,Duplicate,10/Apr/18 15:22,22/May/18 23:17,
Bug,HIVE-19137,13151194,orcfiledump doesn't print hive.acid.version value,ikryvenko,ekoifman,Major,Closed,Fixed,09/Apr/18 21:03,22/May/18 23:14,
Bug,HIVE-19130,13150997,NPE is thrown when REPL LOAD applied drop partition event.,sankarh,sankarh,Major,Closed,Fixed,09/Apr/18 10:18,22/May/18 23:14,
Bug,HIVE-19120,13150383,catalog not properly set for some tables in SQL upgrade scripts,gates,gates,Blocker,Closed,Fixed,05/Apr/18 17:12,22/May/18 23:16,
