Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-15353,13025346,Metastore throws NPE if StorageDescriptor.cols is null,erwaman,erwaman,Major,Resolved,Fixed,03/Dec/16 18:20,09/Feb/18 21:58,
Bug,HIVE-15347,13025221,LLAP: Executor memory and Xmx should have some headroom for other services,prasanth_j,prasanth_j,Critical,Closed,Fixed,02/Dec/16 22:10,26/Jul/17 00:03,
Bug,HIVE-15327,13024745,Outerjoin might produce wrong result depending on joinEmitInterval value,jcamacho,jcamacho,Critical,Closed,Fixed,01/Dec/16 11:28,27/Feb/24 22:24,
Bug,HIVE-15318,13024455,"Query ""insert into table values()"" creates the tmp table under the current database",,aihuaxu,Major,Resolved,Duplicate,30/Nov/16 14:19,30/Nov/16 22:15,
Bug,HIVE-15314,13024321,ThriftCLIService should LOG.error rather than LOG.warn when Exception occurs,ferhui,ferhui,Major,Resolved,Invalid,30/Nov/16 05:46,03/Feb/17 08:55,
Bug,HIVE-15306,13024178,Change NOTICE file to account for JSON license components,prasanth_j,jcamacho,Major,Closed,Fixed,29/Nov/16 19:01,27/Feb/24 22:23,
Bug,HIVE-15295,13023857,Fix HCatalog javadoc generation with Java 8,jcamacho,jcamacho,Minor,Closed,Fixed,28/Nov/16 20:51,27/Feb/24 22:24,
Bug,HIVE-15285,13023342,err info for itests mvn building is not correct,ferhui,ferhui,Major,Resolved,Duplicate,25/Nov/16 09:27,03/Feb/17 08:56,
Bug,HIVE-15283,13023145,Index is dropped from wrong table in the index_auto_mult_tables.q and index_auto_mult_tables_compact.q tests,kuczoram,kuczoram,Trivial,Resolved,Fixed,24/Nov/16 10:21,21/Jul/17 18:26,
Bug,HIVE-15282,13023144,Different modification times are used when an index is built and when its staleness is checked,kuczoram,kuczoram,Major,Resolved,Fixed,24/Nov/16 10:15,21/Jul/17 18:26,
Bug,HIVE-15275,13022970,"""beeline -f <file>"" will throw NPE ",aihuaxu,aihuaxu,Major,Resolved,Fixed,23/Nov/16 18:38,21/Jul/17 18:26,
Bug,HIVE-15273,13022902,Druid http client not configured correctly,bslim,bslim,Minor,Closed,Fixed,23/Nov/16 16:01,27/Feb/24 22:23,
Bug,HIVE-15266,13022598,Edit test output of negative blobstore tests to match HIVE-15226,poeppt,poeppt,Major,Resolved,Fixed,22/Nov/16 19:29,21/Jul/17 18:26,
Bug,HIVE-15257,13022402,remove useless cleanupReaders in OrcEncodedDataReader,ferhui,ferhui,Major,Resolved,Fixed,22/Nov/16 05:59,21/Jul/17 18:26,
Bug,HIVE-15251,13022272,Provide support for complex expressions in ON clauses for OUTER joins,jcamacho,jcamacho,Major,Closed,Fixed,21/Nov/16 18:57,27/Feb/24 22:23,
Bug,HIVE-15233,13021574,UDF UUID() should be non-deterministic,csun,csun,Major,Resolved,Fixed,17/Nov/16 19:54,21/Jul/17 18:26,
Bug,HIVE-15218,13021016,Kyro Exception on subsequent run of a query in LLAP mode,prasanth_j,ndembla,Major,Resolved,Not A Problem,16/Nov/16 02:30,09/Mar/18 22:36,
Bug,HIVE-15214,13020964,"LLAP: Offer a ""slow"" mode to debug race conditions in package builder ",gopalv,gopalv,Major,Resolved,Duplicate,15/Nov/16 23:01,15/Nov/16 23:12,
Bug,HIVE-15211,13020914,Provide support for complex expressions in ON clauses for INNER joins,jcamacho,jcamacho,Major,Closed,Fixed,15/Nov/16 20:33,27/Feb/24 22:23,
Bug,HIVE-15209,13020866,Set hive.strict.checks.cartesian.product to false by default,jcamacho,jcamacho,Major,Resolved,Won't Fix,15/Nov/16 17:41,27/Feb/24 22:23,
Bug,HIVE-15196,13020472,LLAP UI: HIVE-14984 broke LLAP UI,zsombor.klara,gopalv,Major,Closed,Fixed,14/Nov/16 10:33,26/Jul/17 00:03,
Bug,HIVE-15190,13020386,Field names are not preserved in ORC files written with ACID,erwaman,erwaman,Critical,Closed,Fixed,13/Nov/16 22:20,21/Oct/22 07:01,
Bug,HIVE-15186,13020239,CBO: use database triggers CBO planner & NPEs,,gopalv,Blocker,Resolved,Invalid,12/Nov/16 02:29,14/Nov/16 10:29,
Bug,HIVE-15160,13019314,Can't order by an unselected column,pxiong,pxiong,Major,Closed,Fixed,08/Nov/16 18:42,27/Feb/24 22:23,
Bug,HIVE-15143,13018990,add logging for HIVE-15024,sershe,gopalv,Critical,Closed,Fixed,07/Nov/16 20:56,26/Jul/17 00:03,
Bug,HIVE-15137,13018362,metastore add partitions background thread should use current username,daijy,thejas,Major,Closed,Fixed,05/Nov/16 04:21,08/Dec/16 14:10,
Bug,HIVE-15123,13017874,LLAP UI: The UI should work even if the cache is disabled,gopalv,gopalv,Major,Closed,Fixed,03/Nov/16 23:38,08/Dec/16 14:09,
Bug,HIVE-15102,13016925,Hiveptest is killing nodes where IP is reused after previous node termination,spena,spena,Major,Resolved,Duplicate,01/Nov/16 15:32,04/Jan/18 16:34,
Bug,HIVE-15099,13016681,PTFOperator.PTFInvocation didn't properly reset the input partition,wzheng,wzheng,Major,Closed,Fixed,31/Oct/16 18:07,08/Dec/16 14:10,
Bug,HIVE-15091,13016155,Master: Update errata.txt for the missing JIRA number in HIVE-14909 commit msg,ctang,ctang,Trivial,Resolved,Fixed,28/Oct/16 13:31,21/Jul/17 18:26,
Bug,HIVE-15090,13016129,Temporary DB failure can stop ExpiredTokenRemover thread,pvary,pvary,Major,Closed,Fixed,28/Oct/16 12:11,08/Dec/16 14:10,
Bug,HIVE-15065,13015282,SimpleFetchOptimizer should decide based on metastore stats when available,prasanth_j,prasanth_j,Major,Closed,Fixed,26/Oct/16 01:10,26/Jul/17 00:03,
Bug,HIVE-15046,13014881,Multiple fixes for Druid handler,jcamacho,jcamacho,Major,Closed,Fixed,24/Oct/16 21:16,27/Feb/24 22:23,
Bug,HIVE-15037,13014527,Figure out whether the SCSL 3.0 license is acceptable,gates,gates,Blocker,Resolved,Invalid,22/Oct/16 22:41,17/Apr/17 23:44,
Bug,HIVE-15036,13014526,Druid code recently included in Hive pulls in GPL jar,bslim,gates,Blocker,Closed,Fixed,22/Oct/16 22:33,27/Feb/24 22:23,
Bug,HIVE-15024,13013782,LLAP: ClassCastException: org.apache.hadoop.hive.common.io.DiskRangeList cannot be cast to org.apache.orc.impl.BufferChunk,sershe,gopalv,Critical,Resolved,Done,20/Oct/16 08:03,26/Jul/17 15:14,
Bug,HIVE-14991,13012990,JDBC result set iterator has useless DEBUG log,prasanth_j,prasanth_j,Major,Resolved,Fixed,17/Oct/16 21:03,21/Jul/17 18:12,
Bug,HIVE-14981,13012646,Eliminate unnecessary MapJoin restriction in HIVE-11394,mmccline,mmccline,Critical,Closed,Incomplete,15/Oct/16 23:18,16/Nov/22 13:50,
Bug,HIVE-14975,13012530,Flaky Test: TestBeelineArgParsing.testAddLocalJarWithoutAddDriverClazz,,gopalv,Major,Resolved,Duplicate,15/Oct/16 06:19,09/Nov/16 19:45,
Bug,HIVE-14924,13011186,MSCK REPAIR table with single threaded is throwing null pointer exception,pxiong,rkamoor,Major,Closed,Fixed,10/Oct/16 22:40,26/Jul/17 00:03,
Bug,HIVE-14869,13008973,Make ORC Reader resilient to 0 length files,prasanth_j,prasanth_j,Major,Resolved,Invalid,30/Sep/16 20:27,30/Sep/16 20:28,
Bug,HIVE-14843,13007813,HIVE-14751 introduced ambiguity in grammar,jcamacho,pxiong,Major,Closed,Fixed,27/Sep/16 05:34,27/Feb/24 22:23,
Bug,HIVE-14837,13007347,JDBC: standalone jar is missing hadoop core dependencies,taoli-hwx,gopalv,Major,Closed,Fixed,24/Sep/16 04:37,26/Jul/17 03:29,
Bug,HIVE-14831,13007222,Missing Druid dependencies at runtime,jcamacho,jcamacho,Major,Closed,Fixed,23/Sep/16 18:44,27/Feb/24 22:23,
Bug,HIVE-14814,13006710,metastoreClient is used directly in Hive cause NPE,prasanth_j,dileep529,Major,Closed,Fixed,22/Sep/16 00:57,08/Dec/16 14:09,
Bug,HIVE-14783,13005595,bucketing column should be part of sorting for delete/update operation when spdo is on,ashutoshc,kavansuresh@gmail.com,Major,Closed,Fixed,17/Sep/16 01:15,26/Jul/17 03:29,
Bug,HIVE-14766,13005254,ObjectStore.initialize() needs retry mechanisms in case of connection failures,sushanth,sushanth,Major,Closed,Fixed,15/Sep/16 20:20,08/Dec/16 14:10,
Bug,HIVE-14751,13004797,Add support for date truncation,jcamacho,jcamacho,Major,Closed,Fixed,14/Sep/16 07:27,27/Feb/24 22:24,
Bug,HIVE-14739,13004429,Replace runnables directly added to runtime shutdown hooks to avoid deadlock,prasanth_j,deepesh,Major,Closed,Fixed,12/Sep/16 21:33,26/Jul/17 03:30,
Bug,HIVE-14727,13003792,llap-server may case file descriptor leak in BuddyAllocator class,chenyechao,chenyechao,Major,Resolved,Fixed,09/Sep/16 09:04,21/Jul/17 18:12,
Bug,HIVE-14707,13002985,ACID: Insert shuffle sort-merges on blank KEY,ekoifman,gopalv,Major,Resolved,Fixed,06/Sep/16 17:29,21/Jul/17 18:12,
Bug,HIVE-14694,13002280,UDF rand throws NPE when input data is NULL,niklaus.xiao,niklaus.xiao,Minor,Resolved,Fixed,02/Sep/16 08:34,21/Jul/17 18:12,
Bug,HIVE-14678,13001688,Hive-on-MR deprecation warning  is not diplayed when engine is set to capital letter 'MR',sershe,mannem,Trivial,Closed,Fixed,31/Aug/16 14:47,22/May/18 23:58,
Bug,HIVE-14658,13000620,UDF abs throws NPE when input arg type is string,niklaus.xiao,niklaus.xiao,Minor,Resolved,Fixed,27/Aug/16 07:14,21/Jul/17 18:12,
Bug,HIVE-14652,13000247,incorrect results for not in on partition columns,sershe,spragues,Blocker,Closed,Fixed,26/Aug/16 01:33,27/Feb/24 22:23,
Bug,HIVE-14648,13000200,LLAP: Avoid private pages in the SSD cache,gopalv,gopalv,Blocker,Closed,Fixed,25/Aug/16 22:47,26/Jul/17 03:30,
Bug,HIVE-14647,13000167,Typo fixes in Beeline help,mbalassi,mbalassi,Major,Resolved,Fixed,25/Aug/16 20:51,21/Jul/17 18:12,
Bug,HIVE-14624,12999804,LLAP: Use FQDN when submitting work to LLAP ,sershe,gopalv,Major,Closed,Fixed,24/Aug/16 21:10,26/Jul/17 03:29,
Bug,HIVE-14607,12999046, ORC split generation failed with exception: java.lang.ArrayIndexOutOfBoundsException: 1,mmccline,ekoifman,Critical,Closed,Fixed,22/Aug/16 23:04,26/Jul/17 03:30,
Bug,HIVE-14570,12998142,"Create table with column names ROW__ID, INPUT__FILE__NAME, BLOCK__OFFSET__INSIDE__FILE sucess but query fails",niklaus.xiao,niklaus.xiao,Major,Resolved,Fixed,18/Aug/16 09:23,21/Jul/17 18:12,
Bug,HIVE-14567,12998084,"After enabling Hive Parquet Vectorization, POWER_TEST of query24 in TPCx-BB(BigBench) failed with 1TB scale factor, but successful with 3TB scale factor",,KaiXu,Critical,Resolved,Later,18/Aug/16 01:44,18/Aug/16 04:47,
Bug,HIVE-14566,12998083,LLAP IO reads timestamp wrongly,prasanth_j,prasanth_j,Critical,Closed,Fixed,18/Aug/16 01:35,08/Dec/16 14:10,
Bug,HIVE-14556,12997850,Load data into text table fail caused by IndexOutOfBoundsException,niklaus.xiao,niklaus.xiao,Major,Resolved,Fixed,17/Aug/16 09:19,21/Jul/17 18:12,
Bug,HIVE-14528,12996845,"After enabling Hive Parquet Vectorization, many queries in TPCx-BB(BigBench)  failed with NullPointerException and IllegalArgumentException",,KaiXu,Major,Resolved,Later,12/Aug/16 05:47,18/Aug/16 04:48,
Bug,HIVE-14516,12996456,OrcInputFormat.SplitGenerator.callInternal() can be optimized,ikryvenko,ekoifman,Major,Closed,Fixed,10/Aug/16 23:37,17/Nov/22 08:55,
Bug,HIVE-14479,12995779,Add some join tests for acid table,wzheng,wzheng,Major,Closed,Fixed,08/Aug/16 22:56,08/Dec/16 14:10,
Bug,HIVE-14448,12995389,Queries with predicate fail when ETL split strategy is chosen for ACID tables,mmccline,saketj,Critical,Closed,Fixed,05/Aug/16 23:50,08/Dec/16 14:09,
Bug,HIVE-14447,12995358,Set HIVE_TRANSACTIONAL_TABLE_SCAN to the correct job conf for FetchOperator,prasanth_j,wzheng,Major,Closed,Fixed,05/Aug/16 21:54,08/Dec/16 14:09,
Bug,HIVE-14446,12995354,Add switch to control BloomFilter in Hybrid grace hash join and make the FPP adjustable,wzheng,wzheng,Major,Closed,Fixed,05/Aug/16 21:51,08/Dec/16 14:09,
Bug,HIVE-14435,12995163,Vectorization: missed vectorization for const varchar(),gopalv,gopalv,Major,Closed,Fixed,05/Aug/16 09:47,08/Dec/16 14:15,
Bug,HIVE-14433,12995032,refactor LLAP plan cache avoidance and fix issue in merge processor,sershe,sershe,Major,Closed,Fixed,04/Aug/16 21:02,08/Dec/16 14:16,
Bug,HIVE-14420,12994758,Fix orc_llap_counters.q test failure in master,prasanth_j,prasanth_j,Major,Closed,Fixed,04/Aug/16 00:32,26/Jul/17 03:30,
Bug,HIVE-14414,12994660,Fix TestHiveMetaStoreTxns UTs,ekoifman,ekoifman,Major,Closed,Fixed,03/Aug/16 18:26,08/Dec/16 14:15,
Bug,HIVE-14402,12994356,Vectorization: Fix Mapjoin overflow deserialization ,gopalv,gopalv,Major,Closed,Fixed,02/Aug/16 18:17,08/Dec/16 14:15,
Bug,HIVE-14400,12994127,Handle concurrent insert with dynamic partition,wzheng,wzheng,Major,Closed,Fixed,02/Aug/16 00:13,08/Dec/16 14:15,
Bug,HIVE-14397,12993880,Queries ran after reopening of tez session launches additional sessions,prasanth_j,taksaito,Critical,Closed,Fixed,01/Aug/16 07:57,08/Dec/16 14:15,
Bug,HIVE-14384,12993609,CBO: Decimal constant folding is failing,jcamacho,gopalv,Major,Resolved,Fixed,29/Jul/16 18:20,27/Feb/24 22:23,
Bug,HIVE-14381,12993465,Handle null value in WindowingTableFunction.WindowingIterator.next(),wzheng,wzheng,Major,Closed,Fixed,29/Jul/16 06:22,27/Feb/24 22:24,
Bug,HIVE-14363,12993081,bucketmap inner join query fails due to NullPointerException in some cases,hsubramaniyan,jvaria,Major,Closed,Fixed,27/Jul/16 21:44,08/Dec/16 14:15,
Bug,HIVE-14360,12992981,"Starting BeeLine after using !save, there is an error logged: ""Error setting configuration: conf""",pvary,pvary,Minor,Closed,Fixed,27/Jul/16 16:16,26/Jul/17 03:30,
Bug,HIVE-14355,12992860,Schema evolution for ORC in llap is broken for int to string conversion,prasanth_j,prasanth_j,Critical,Closed,Fixed,27/Jul/16 09:03,08/Dec/16 14:16,
Bug,HIVE-14349,12992764,Vectorization: LIKE should anchor the regexes,gopalv,gopalv,Major,Closed,Fixed,26/Jul/16 23:53,08/Dec/16 14:15,
Bug,HIVE-14346,12992728,Change the default value for hive.mapred.mode to null,csun,csun,Major,Resolved,Fixed,26/Jul/16 21:18,22/Sep/17 13:39,
Bug,HIVE-14345,12992713,Beeline result table has erroneous characters ,mcsanady,jbeard,Minor,Resolved,Fixed,26/Jul/16 20:28,21/Jul/17 17:55,
Bug,HIVE-14343,12992684,HiveDriverRunHookContext's command is null in HS2 mode,csun,csun,Major,Resolved,Fixed,26/Jul/16 18:33,02/Aug/17 23:46,
Bug,HIVE-14339,12992654,Fix UT failure for acid_globallimit.q,wzheng,wzheng,Major,Closed,Fixed,26/Jul/16 17:21,08/Dec/16 14:15,
Bug,HIVE-14333,12992455,ORC schema evolution from float to double changes precision and breaks filters,prasanth_j,prasanth_j,Critical,Closed,Fixed,26/Jul/16 01:29,08/Dec/16 14:16,
Bug,HIVE-14326,12992265,Merging outer joins without conditions can lead to wrong results,jcamacho,jcamacho,Critical,Closed,Fixed,25/Jul/16 13:04,27/Feb/24 22:24,
Bug,HIVE-14324,12992187,ORC PPD for floats is broken,prasanth_j,prasanth_j,Critical,Closed,Fixed,25/Jul/16 08:23,08/Dec/16 14:15,
Bug,HIVE-14318,12992000,Vectorization: LIKE should use matches() instead of find(0),gopalv,gopalv,Major,Resolved,Invalid,23/Jul/16 01:01,27/Jul/16 00:10,
Bug,HIVE-14313,12991926,Test failure TestMetaStoreMetrics.testConnections,ngangam,ngangam,Major,Closed,Fixed,22/Jul/16 19:02,26/Jul/17 03:30,
Bug,HIVE-14311,12991911,No need to schedule Heartbeat task if the query doesn't require locks,wzheng,wzheng,Major,Closed,Fixed,22/Jul/16 17:56,08/Dec/16 14:15,
Bug,HIVE-14310,12991643,ORC schema evolution should not completely disable PPD,prasanth_j,prasanth_j,Critical,Closed,Fixed,21/Jul/16 22:52,08/Dec/16 14:15,
Bug,HIVE-14307,12991429,Account for top operator network cost to choose side table in MapJoin conversion,jcamacho,jcamacho,Major,Resolved,Won't Fix,21/Jul/16 12:41,27/Feb/24 22:13,
Bug,HIVE-14283,12990854,Beeline tests are broken,vihangk1,vihangk1,Major,Resolved,Not A Bug,19/Jul/16 18:25,19/Jul/16 20:00,
Bug,HIVE-14278,12990695,Migrate TestHadoop23SAuthBridge.java from Unit3 to Unit4,baluchicken,baluchicken,Minor,Closed,Fixed,19/Jul/16 08:48,26/Jul/17 03:30,
Bug,HIVE-14268,12990449,INSERT-OVERWRITE is not generating an INSERT event during hive replication,sushanth,murali.msse,Major,Closed,Fixed,18/Jul/16 15:43,01/Oct/19 22:07,
Bug,HIVE-14253,12989927,Fix MinimrCliDriver test failure,prasanth_j,prasanth_j,Major,Closed,Fixed,15/Jul/16 20:15,08/Dec/16 14:26,
Bug,HIVE-14223,12988972,beeline should look for jdbc standalone jar in dist/jdbc dir instead of dist/lib,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Jul/16 03:45,27/Jan/17 02:44,
Bug,HIVE-14222,12988935,PTF: Operator initialization does not clean state,wzheng,gopalv,Major,Closed,Fixed,13/Jul/16 00:23,16/Apr/23 18:08,
Bug,HIVE-14215,12988700,Displaying inconsistent CPU usage data with MR execution engine,pvary,pvary,Minor,Closed,Fixed,12/Jul/16 11:47,08/Dec/16 14:26,
Bug,HIVE-14197,12987872,LLAP service driver precondition failure should include the values,prasanth_j,prasanth_j,Major,Closed,Fixed,08/Jul/16 17:45,08/Dec/16 14:27,
Bug,HIVE-14195,12987823,HiveMetaStoreClient getFunction() does not throw NoSuchObjectException,pvary,pvary,Minor,Closed,Fixed,08/Jul/16 15:50,08/Dec/16 14:26,
Bug,HIVE-14184,12987455,Adding test for limit pushdown in presence of grouping sets,jcamacho,jcamacho,Major,Closed,Fixed,07/Jul/16 11:29,27/Feb/24 22:13,
Bug,HIVE-14178,12987345,Hive::needsToCopy should reuse FileUtils::equalsFileSystem,gopalv,gopalv,Major,Closed,Fixed,07/Jul/16 00:13,17/Mar/17 19:12,
Bug,HIVE-14176,12987316,CBO nesting windowing function within each other when merging Project operators,jcamacho,jcamacho,Major,Closed,Fixed,06/Jul/16 22:45,27/Feb/24 22:23,
Bug,HIVE-14155,12986426,Vectorization: Custom UDF Vectorization annotations are ignored,gopalv,gopalv,Major,Resolved,Fixed,02/Jul/16 18:25,21/Jul/17 17:55,
Bug,HIVE-14147,12986220,Hive PPD might remove predicates when they are defined as a simple expr e.g. WHERE 'a',jcamacho,jcamacho,Critical,Closed,Fixed,01/Jul/16 15:41,27/Feb/24 22:23,
Bug,HIVE-14146,12986175,"Column comments with ""\n"" character ""corrupts"" table metadata",pvary,pvary,Major,Resolved,Fixed,01/Jul/16 13:22,02/Jan/18 09:39,
Bug,HIVE-14142,12986040,java.lang.ClassNotFoundException for the jar in hive.reloadable.aux.jars.path for Hive on Spark,aihuaxu,aihuaxu,Major,Resolved,Fixed,01/Jul/16 02:27,21/Jul/17 17:55,
Bug,HIVE-14135,12985533,beeline output not formatted correctly for large column widths,vihangk1,vihangk1,Major,Resolved,Fixed,29/Jun/16 23:59,21/Jul/17 17:55,
Bug,HIVE-14127,12985093,Hive on spark fails to find the plugged serde jar during runtime,,aihuaxu,Major,Resolved,Cannot Reproduce,29/Jun/16 18:18,30/Jun/16 13:11,
Bug,HIVE-14122,12984795,VectorMapOperator: Missing update to AbstractMapOperator::numRows,gopalv,gopalv,Critical,Closed,Fixed,29/Jun/16 07:50,08/Dec/16 14:27,
Bug,HIVE-14109,12984051,query execuction throws NPE when hive.exec.submitviachild is set to true,aihuaxu,aihuaxu,Major,Resolved,Fixed,27/Jun/16 21:26,14/Nov/18 17:00,
Bug,HIVE-14092,12982766,Kryo exception when deserializing VectorFileSinkOperator,prasanth_j,prasanth_j,Major,Closed,Fixed,24/Jun/16 21:19,08/Dec/16 14:38,
Bug,HIVE-14089,12982602,complex type support in LLAP IO is broken ,sershe,prasanth_j,Major,Closed,Fixed,24/Jun/16 08:17,26/Jul/17 03:30,
Bug,HIVE-14083,12982430,ALTER INDEX in Tez causes NullPointerException,jcamacho,jcamacho,Minor,Closed,Fixed,23/Jun/16 19:05,27/Feb/24 22:23,
Bug,HIVE-14079,12982142,"Remove file, method and line number from pattern layout",prasanth_j,prasanth_j,Major,Closed,Fixed,22/Jun/16 22:52,08/Dec/16 14:39,
Bug,HIVE-14076,12982044,Vectorization is not supported for datatype:VOID error while inserting data into specific columns,jcamacho,jvaria,Major,Closed,Fixed,22/Jun/16 18:25,27/Feb/24 22:23,
Bug,HIVE-14066,12981132,LLAP: Orc encoded data reader should support complex types,prasanth_j,sershe,Major,Resolved,Duplicate,20/Jun/16 23:17,21/Jun/16 01:07,
Bug,HIVE-14061,12981088,Add unit test for kerberos support in Hive streaming,wzheng,wzheng,Major,Resolved,Won't Fix,20/Jun/16 21:26,16/Aug/16 23:47,
Bug,HIVE-14060,12981085,"Hive: Remove bogus ""localhost"" from Hive splits",gopalv,gopalv,Major,Closed,Fixed,20/Jun/16 21:18,26/Jul/17 03:30,
Bug,HIVE-14059,12980885,Missing license headers for two files,jcamacho,jcamacho,Minor,Closed,Fixed,20/Jun/16 15:02,27/Feb/24 22:23,
Bug,HIVE-14054,12980359,TestHiveMetaStoreChecker fails on master ,pxiong,ashutoshc,Major,Resolved,Fixed,18/Jun/16 00:48,21/Jul/17 17:55,
Bug,HIVE-14027,12979563,NULL values produced by left outer join do not behave as NULL,jcamacho,vgumashta,Major,Closed,Fixed,15/Jun/16 22:52,27/Feb/24 22:23,
Bug,HIVE-14022,12979496,left semi join should throw SemanticException if where clause contains columnname from right table,jcamacho,jvaria,Major,Closed,Fixed,15/Jun/16 18:59,27/Feb/24 22:24,
Bug,HIVE-14013,12979086,Describe table doesn't show unicode properly,aihuaxu,aihuaxu,Major,Resolved,Fixed,14/Jun/16 19:06,08/Aug/17 21:07,
Bug,HIVE-14010,12978632,parquet-logging.properties from HIVE_CONF_DIR should be used when available,prasanth_j,prasanth_j,Major,Closed,Fixed,14/Jun/16 07:07,21/Jun/16 15:06,
Bug,HIVE-14007,12978446,Replace ORC module with ORC release,omalley,omalley,Major,Resolved,Fixed,13/Jun/16 21:39,04/Feb/18 19:05,
Bug,HIVE-13985,12977387,ORC improvements for reducing the file system calls in task side,prasanth_j,prasanth_j,Major,Closed,Fixed,09/Jun/16 21:00,08/Dec/16 14:38,
Bug,HIVE-13974,12976993,ORC Schema Evolution doesn't support add columns to non-last STRUCT columns,mmccline,mmccline,Blocker,Resolved,Duplicate,08/Jun/16 20:12,23/Nov/16 10:39,
Bug,HIVE-13972,12976710,Resolve class dependency issue introduced by HIVE-13354,wzheng,wzheng,Blocker,Closed,Fixed,08/Jun/16 05:27,21/Jun/16 15:06,
Bug,HIVE-13967,12976653,CREATE table fails when 'values' column name is found on the table spec.,ayousufi,spena,Major,Resolved,Not A Problem,07/Jun/16 22:52,08/Jun/16 18:08,
Bug,HIVE-13961,12976557,ACID: Major compaction fails to include the original bucket files if there's no delta directory,wzheng,wzheng,Blocker,Closed,Fixed,07/Jun/16 18:04,27/Feb/24 22:23,
Bug,HIVE-13954,12976168,Parquet logs should go to STDERR,prasanth_j,taksaito,Major,Closed,Fixed,06/Jun/16 18:52,21/Jun/16 15:05,
Bug,HIVE-13927,12975231,Adding missing header to Java files,jcamacho,jcamacho,Major,Closed,Fixed,02/Jun/16 17:12,27/Feb/24 22:23,
Bug,HIVE-13924,12975067,(Vectorization) Error evaluating ((bool0 and (not bool1)) or (bool1 and (not bool0))),mmccline,mmccline,Critical,Closed,Fixed,02/Jun/16 06:53,07/Jul/16 21:02,
Bug,HIVE-13904,12974841,Ignore case when retrieving ColumnInfo from RowResolver,jcamacho,jcamacho,Major,Closed,Fixed,01/Jun/16 15:50,27/Feb/24 22:24,
Bug,HIVE-13900,12974261,HiveStatement.executeAsync() may not work properly when hive.server2.async.exec.async.compile is turned on,aihuaxu,aihuaxu,Major,Resolved,Fixed,31/May/16 15:42,21/Jul/17 17:45,
Bug,HIVE-13856,12972871,Fetching transaction batches during ACID streaming against Hive Metastore using Oracle DB fails,ekoifman,deepesh,Blocker,Closed,Fixed,25/May/16 21:50,27/Feb/24 22:23,
Bug,HIVE-13849,12972774,Wrong plan for hive.optimize.sort.dynamic.partition=true,jcamacho,jcamacho,Critical,Closed,Fixed,25/May/16 16:58,27/Feb/24 22:23,
Bug,HIVE-13744,12968160,LLAP IO - add complex types support,prasanth_j,sershe,Major,Closed,Fixed,12/May/16 00:18,08/Mar/17 23:49,
Bug,HIVE-13665,12964191,HS2 memory leak When multiple queries are running with get_json_object,jinzheng,goodjins,Major,Resolved,Duplicate,02/May/16 02:50,24/Nov/17 02:07,
Bug,HIVE-13540,12959800,Casts to numeric types don't seem to work in hplsql,dmtolpeko,cartershanklin,Major,Resolved,Fixed,18/Apr/16 21:58,21/Jul/17 17:45,
Bug,HIVE-13000,12936797,Hive returns useless parsing error ,alina.abramova,alina.abramova,Minor,Closed,Fixed,04/Feb/16 17:35,22/May/18 23:58,
Bug,HIVE-12734,12923878,Remove redundancy in HiveConfs serialized to UDFContext,cdrome,mithun,Major,Closed,Fixed,22/Dec/15 23:56,22/May/18 23:58,
